Brand,HotelFeatures,HotelAttributes,KidsServices,Price,altID,obsID,qID,respID
Novotel,Family activities located nearby,All inclusive,Kids activities planned by hotel staff,AU 295,2,892,1,82
DoubleTree,Central or desirable location,Access to sports facilities,Kids activities planned by hotel staff,AU 220,1,893,2,82
Novotel,Connected room guaranteed,Babysitting service,Kids Club,AU 245,2,893,2,82
Hilton,Pool,Access to sports facilities,Playground or Kids only play areas,AU 295,1,894,3,82
DoubleTree,Central or desirable location,Babysitting service,Kids eat free,AU 195,2,894,3,82
Hilton,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 245,1,895,4,82
DoubleTree,Pool,Babysitting service,Kids eat free,AU 270,2,895,4,82
Intercontinental,Family activities located nearby,All inclusive,Kids activities planned by hotel staff,AU 295,1,896,5,82
Marriott,Pool,Complimentary breakfast,Kids Club,AU 195,2,896,5,82
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 270,1,897,6,82
DoubleTree,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 295,2,897,6,82
Marriott,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 295,1,898,7,82
Hilton,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 195,2,898,7,82
Intercontinental,Pool,All inclusive,Kids themed rooms,AU 220,1,899,8,82
Marriott,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,899,8,82
Novotel,Large spacious rooms,Babysitting service,Kids eat free,AU 195,1,900,9,82
Intercontinental,Family activities located nearby,All inclusive,Kids themed rooms,AU 220,2,900,9,82
DoubleTree,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,901,10,82
Novotel,Central or desirable location,Babysitting service,Kids Club,AU 220,2,901,10,82
Intercontinental,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 220,1,902,11,82
Marriott,Large spacious rooms,Babysitting service,Kids eat free,AU 245,2,902,11,82
Marriott,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 245,1,903,1,83
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 270,2,903,1,83
Marriott,Large spacious rooms,Variety of restaurants,Kids Club,AU 195,1,904,2,83
Hilton,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 220,2,904,2,83
Intercontinental,Pool,Babysitting service,Playground or Kids only play areas,AU 195,1,905,3,83
Marriott,Central or desirable location,All inclusive,Kids eat free,AU 220,2,905,3,83
Hilton,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 270,1,906,4,83
DoubleTree,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 295,2,906,4,83
Marriott,Family activities located nearby,Complimentary breakfast,Kids Club,AU 245,1,907,5,83
Hilton,Pool,Variety of restaurants,Playground or Kids only play areas,AU 270,2,907,5,83
Novotel,Central or desirable location,Babysitting service,Kids Club,AU 220,1,908,6,83
Intercontinental,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 245,2,908,6,83
DoubleTree,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 195,1,909,7,83
Novotel,Family activities located nearby,Access to sports facilities,Kids Club,AU 220,2,909,7,83
Novotel,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 270,1,910,8,83
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 295,2,910,8,83
Hilton,Pool,Access to sports facilities,Kids themed rooms,AU 220,1,911,9,83
DoubleTree,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 245,2,911,9,83
Intercontinental,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 245,1,912,10,83
Marriott,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 270,2,912,10,83
DoubleTree,Pool,Access to sports facilities,Playground or Kids only play areas,AU 195,1,913,11,83
Novotel,Central or desirable location,Babysitting service,Kids eat free,AU 220,2,913,11,83
Marriott,Pool,Babysitting service,Kids activities planned by hotel staff,AU 295,1,914,1,84
Hilton,Central or desirable location,All inclusive,Kids Club,AU 195,2,914,1,84
Intercontinental,Pool,Complimentary breakfast,Kids Club,AU 220,1,915,2,84
Marriott,Central or desirable location,Variety of restaurants,Playground or Kids only play areas,AU 245,2,915,2,84
Hilton,Central or desirable location,Babysitting service,Kids themed rooms,AU 220,1,916,3,84
DoubleTree,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 245,2,916,3,84
Hilton,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 295,1,917,4,84
DoubleTree,Family activities located nearby,Complimentary breakfast,Kids Club,AU 195,2,917,4,84
Novotel,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 245,1,918,5,84
Intercontinental,Pool,All inclusive,Kids Club,AU 270,2,918,5,84
DoubleTree,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 195,1,919,6,84
Novotel,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,919,6,84
Novotel,Family activities located nearby,Babysitting service,Kids eat free,AU 270,1,920,7,84
Intercontinental,Pool,All inclusive,Kids themed rooms,AU 295,2,920,7,84
Hilton,Connected room guaranteed,Variety of restaurants,Kids Club,AU 295,1,921,8,84
DoubleTree,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 195,2,921,8,84
Novotel,Large spacious rooms,Access to sports facilities,Kids Club,AU 295,1,922,9,84
Intercontinental,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 195,2,922,9,84
Novotel,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 195,1,923,10,84
Intercontinental,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 220,2,923,10,84
Novotel,Large spacious rooms,Access to sports facilities,Kids eat free,AU 295,1,924,11,84
Intercontinental,Family activities located nearby,Babysitting service,Kids themed rooms,AU 195,2,924,11,84
Marriott,Large spacious rooms,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,925,1,85
Hilton,Family activities located nearby,Variety of restaurants,Kids eat free,AU 245,2,925,1,85
Marriott,Connected room guaranteed,All inclusive,Kids eat free,AU 270,1,926,2,85
Hilton,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 295,2,926,2,85
Marriott,Central or desirable location,Access to sports facilities,Kids Club,AU 245,1,927,3,85
Hilton,Connected room guaranteed,Babysitting service,Playground or Kids only play areas,AU 270,2,927,3,85
Novotel,Pool,Variety of restaurants,Playground or Kids only play areas,AU 295,1,928,4,85
Intercontinental,Central or desirable location,Access to sports facilities,Kids eat free,AU 195,2,928,4,85
DoubleTree,Large spacious rooms,Access to sports facilities,Kids eat free,AU 270,1,929,5,85
Novotel,Family activities located nearby,Babysitting service,Kids themed rooms,AU 295,2,929,5,85
Marriott,Pool,All inclusive,Kids themed rooms,AU 295,1,930,6,85
Hilton,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 195,2,930,6,85
Intercontinental,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 195,1,931,7,85
Marriott,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 220,2,931,7,85
Novotel,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 220,1,932,8,85
Intercontinental,Family activities located nearby,Babysitting service,Kids Club,AU 245,2,932,8,85
DoubleTree,Family activities located nearby,Babysitting service,Kids eat free,AU 270,1,933,9,85
Novotel,Pool,All inclusive,Kids themed rooms,AU 295,2,933,9,85
Marriott,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 195,1,934,10,85
Hilton,Large spacious rooms,Variety of restaurants,Playground or Kids only play areas,AU 220,2,934,10,85
DoubleTree,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 270,1,935,11,85
Novotel,Pool,Babysitting service,Kids eat free,AU 295,2,935,11,85
Intercontinental,Pool,Variety of restaurants,Playground or Kids only play areas,AU 270,1,936,1,86
Marriott,Central or desirable location,Access to sports facilities,Kids eat free,AU 295,2,936,1,86
Intercontinental,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 270,1,937,2,86
Marriott,Pool,All inclusive,Kids eat free,AU 295,2,937,2,86
Novotel,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 195,1,938,3,86
Intercontinental,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 220,2,938,3,86
Novotel,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,939,4,86
Intercontinental,Pool,Variety of restaurants,Kids Club,AU 245,2,939,4,86
Marriott,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 220,1,940,5,86
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 245,2,940,5,86
Marriott,Central or desirable location,Babysitting service,Kids Club,AU 295,1,941,6,86
Hilton,Connected room guaranteed,All inclusive,Playground or Kids only play areas,AU 195,2,941,6,86
Novotel,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 270,1,942,7,86
Intercontinental,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 295,2,942,7,86
DoubleTree,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 270,1,943,8,86
Novotel,Pool,All inclusive,Kids Club,AU 295,2,943,8,86
Marriott,Family activities located nearby,All inclusive,Kids activities planned by hotel staff,AU 295,1,944,9,86
Hilton,Pool,Complimentary breakfast,Kids Club,AU 195,2,944,9,86
DoubleTree,Large spacious rooms,All inclusive,Kids Club,AU 195,1,945,10,86
Novotel,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 220,2,945,10,86
Marriott,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 245,1,946,11,86
Hilton,Family activities located nearby,Babysitting service,Kids Club,AU 270,2,946,11,86
Marriott,Family activities located nearby,Variety of restaurants,Kids eat free,AU 195,1,947,1,87
Hilton,Pool,Access to sports facilities,Kids themed rooms,AU 220,2,947,1,87
DoubleTree,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,1,948,2,87
Novotel,Central or desirable location,Variety of restaurants,Kids Club,AU 295,2,948,2,87
Hilton,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,949,3,87
DoubleTree,Large spacious rooms,Variety of restaurants,Kids Club,AU 245,2,949,3,87
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 295,1,950,4,87
Novotel,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,950,4,87
Novotel,Connected room guaranteed,Babysitting service,Kids eat free,AU 295,1,951,5,87
Intercontinental,Large spacious rooms,All inclusive,Kids themed rooms,AU 195,2,951,5,87
Hilton,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 195,1,952,6,87
DoubleTree,Pool,All inclusive,Kids eat free,AU 220,2,952,6,87
DoubleTree,Family activities located nearby,Complimentary breakfast,Kids eat free,AU 270,1,953,7,87
Novotel,Pool,Variety of restaurants,Kids themed rooms,AU 295,2,953,7,87
Intercontinental,Central or desirable location,Variety of restaurants,Kids Club,AU 245,1,954,8,87
Marriott,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 270,2,954,8,87
Hilton,Large spacious rooms,Babysitting service,Kids eat free,AU 220,1,955,9,87
DoubleTree,Family activities located nearby,All inclusive,Kids themed rooms,AU 245,2,955,9,87
Intercontinental,Large spacious rooms,All inclusive,Kids themed rooms,AU 270,1,956,10,87
Marriott,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,956,10,87
Novotel,Large spacious rooms,Babysitting service,Kids Club,AU 220,1,957,11,87
Intercontinental,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 245,2,957,11,87
Novotel,Central or desirable location,Babysitting service,Kids eat free,AU 245,1,958,1,88
Intercontinental,Connected room guaranteed,All inclusive,Kids themed rooms,AU 270,2,958,1,88
Marriott,Large spacious rooms,Complimentary breakfast,Kids Club,AU 245,1,959,2,88
Hilton,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 270,2,959,2,88
Intercontinental,Central or desirable location,Complimentary breakfast,Kids eat free,AU 270,1,960,3,88
Marriott,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 295,2,960,3,88
Hilton,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 295,1,961,4,88
DoubleTree,Large spacious rooms,All inclusive,Kids Club,AU 195,2,961,4,88
Novotel,Connected room guaranteed,Babysitting service,Kids Club,AU 270,1,962,5,88
Intercontinental,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 295,2,962,5,88
Novotel,Family activities located nearby,Babysitting service,Kids eat free,AU 245,1,963,6,88
Intercontinental,Pool,All inclusive,Kids themed rooms,AU 270,2,963,6,88
Intercontinental,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 245,1,964,7,88
Marriott,Family activities located nearby,All inclusive,Kids eat free,AU 270,2,964,7,88
Marriott,Connected room guaranteed,Babysitting service,Kids eat free,AU 195,1,965,8,88
Hilton,Large spacious rooms,All inclusive,Kids themed rooms,AU 220,2,965,8,88
Marriott,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 245,1,966,9,88
Hilton,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 270,2,966,9,88
Hilton,Family activities located nearby,Babysitting service,Kids eat free,AU 245,1,967,10,88
DoubleTree,Pool,All inclusive,Kids themed rooms,AU 270,2,967,10,88
Intercontinental,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 295,1,968,11,88
Marriott,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,968,11,88
Hilton,Pool,Complimentary breakfast,Kids eat free,AU 220,1,969,1,89
DoubleTree,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 245,2,969,1,89
