Brand,HotelFeatures,HotelAttributes,KidsServices,Price,altID,obsID,qID,respID
Novotel,Connected room guaranteed,All inclusive,Kids Club,AU 270,2,736,10,67
DoubleTree,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 195,1,737,11,67
Novotel,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 220,2,737,11,67
Novotel,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 245,1,738,1,68
Intercontinental,Family activities located nearby,Babysitting service,Kids eat free,AU 270,2,738,1,68
Intercontinental,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 245,1,739,2,68
Marriott,Large spacious rooms,All inclusive,Kids Club,AU 270,2,739,2,68
Intercontinental,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 295,1,740,3,68
Marriott,Pool,Variety of restaurants,Kids eat free,AU 195,2,740,3,68
Hilton,Pool,Variety of restaurants,Kids eat free,AU 220,1,741,4,68
DoubleTree,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 245,2,741,4,68
DoubleTree,Pool,Variety of restaurants,Kids eat free,AU 195,1,742,5,68
Novotel,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 220,2,742,5,68
Intercontinental,Central or desirable location,Access to sports facilities,Kids eat free,AU 195,1,743,6,68
Marriott,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 220,2,743,6,68
Hilton,Pool,Access to sports facilities,Kids themed rooms,AU 195,1,744,7,68
DoubleTree,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 220,2,744,7,68
Marriott,Central or desirable location,Complimentary breakfast,Kids eat free,AU 220,1,745,8,68
Hilton,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 245,2,745,8,68
Intercontinental,Family activities located nearby,All inclusive,Kids eat free,AU 220,1,746,9,68
Marriott,Pool,Complimentary breakfast,Kids themed rooms,AU 245,2,746,9,68
DoubleTree,Connected room guaranteed,Babysitting service,Kids Club,AU 195,1,747,10,68
Novotel,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 220,2,747,10,68
Hilton,Central or desirable location,Variety of restaurants,Kids activities planned by hotel staff,AU 295,1,748,11,68
DoubleTree,Connected room guaranteed,Access to sports facilities,Kids Club,AU 195,2,748,11,68
Intercontinental,Family activities located nearby,Variety of restaurants,Kids eat free,AU 195,1,749,1,69
Marriott,Pool,Access to sports facilities,Kids themed rooms,AU 220,2,749,1,69
Novotel,Pool,Access to sports facilities,Kids Club,AU 270,1,750,2,69
Intercontinental,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 295,2,750,2,69
Novotel,Central or desirable location,Variety of restaurants,Kids Club,AU 220,1,751,3,69
Intercontinental,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 245,2,751,3,69
Novotel,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 295,1,752,4,69
Intercontinental,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 195,2,752,4,69
DoubleTree,Pool,Complimentary breakfast,Kids eat free,AU 220,1,753,5,69
Novotel,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 245,2,753,5,69
Hilton,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 195,1,754,6,69
DoubleTree,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 220,2,754,6,69
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,755,7,69
Marriott,Family activities located nearby,Variety of restaurants,Kids Club,AU 195,2,755,7,69
Novotel,Large spacious rooms,Complimentary breakfast,Kids Club,AU 220,1,756,8,69
Intercontinental,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 245,2,756,8,69
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 195,1,757,9,69
Marriott,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,757,9,69
Novotel,Central or desirable location,All inclusive,Kids themed rooms,AU 245,1,758,10,69
Intercontinental,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,2,758,10,69
Hilton,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 270,1,759,11,69
DoubleTree,Connected room guaranteed,Babysitting service,Kids eat free,AU 295,2,759,11,69
Hilton,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 295,1,760,1,70
DoubleTree,Family activities located nearby,Access to sports facilities,Kids Club,AU 195,2,760,1,70
Novotel,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 295,1,761,2,70
Intercontinental,Pool,All inclusive,Kids Club,AU 195,2,761,2,70
Novotel,Pool,Babysitting service,Kids eat free,AU 270,1,762,3,70
Intercontinental,Central or desirable location,All inclusive,Kids themed rooms,AU 295,2,762,3,70
Hilton,Large spacious rooms,Variety of restaurants,Kids eat free,AU 295,1,763,4,70
DoubleTree,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 195,2,763,4,70
Intercontinental,Pool,All inclusive,Playground or Kids only play areas,AU 220,1,764,5,70
Marriott,Central or desirable location,Complimentary breakfast,Kids eat free,AU 245,2,764,5,70
DoubleTree,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,765,6,70
Novotel,Pool,Variety of restaurants,Kids eat free,AU 245,2,765,6,70
DoubleTree,Central or desirable location,Complimentary breakfast,Kids Club,AU 195,1,766,7,70
Novotel,Connected room guaranteed,Variety of restaurants,Playground or Kids only play areas,AU 220,2,766,7,70
DoubleTree,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,767,8,70
Novotel,Central or desirable location,Variety of restaurants,Kids Club,AU 195,2,767,8,70
Intercontinental,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 295,1,768,9,70
Marriott,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,768,9,70
Marriott,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 295,1,769,10,70
Hilton,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 195,2,769,10,70
Marriott,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,770,11,70
Hilton,Central or desirable location,Babysitting service,Kids Club,AU 220,2,770,11,70
DoubleTree,Family activities located nearby,Variety of restaurants,Kids Club,AU 295,1,771,1,71
Novotel,Pool,Access to sports facilities,Playground or Kids only play areas,AU 195,2,771,1,71
Marriott,Large spacious rooms,Variety of restaurants,Kids eat free,AU 270,1,772,2,71
Hilton,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 295,2,772,2,71
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 295,1,773,3,71
Novotel,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,773,3,71
Intercontinental,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,774,4,71
Marriott,Central or desirable location,Access to sports facilities,Kids Club,AU 270,2,774,4,71
Marriott,Connected room guaranteed,Babysitting service,Kids eat free,AU 245,1,775,5,71
Hilton,Large spacious rooms,All inclusive,Kids themed rooms,AU 270,2,775,5,71
Intercontinental,Pool,Babysitting service,Kids Club,AU 220,1,776,6,71
Marriott,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 245,2,776,6,71
Marriott,Pool,Access to sports facilities,Kids themed rooms,AU 270,1,777,7,71
Hilton,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 295,2,777,7,71
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 245,1,778,8,71
DoubleTree,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 270,2,778,8,71
Hilton,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 195,1,779,9,71
DoubleTree,Connected room guaranteed,All inclusive,Kids eat free,AU 220,2,779,9,71
DoubleTree,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 220,1,780,10,71
Novotel,Connected room guaranteed,All inclusive,Kids Club,AU 245,2,780,10,71
Novotel,Family activities located nearby,All inclusive,Kids themed rooms,AU 270,1,781,11,71
Intercontinental,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,781,11,71
Hilton,Pool,All inclusive,Kids Club,AU 220,1,782,1,72
DoubleTree,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 245,2,782,1,72
Novotel,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 270,1,783,2,72
Intercontinental,Pool,All inclusive,Kids eat free,AU 295,2,783,2,72
DoubleTree,Large spacious rooms,Variety of restaurants,Kids eat free,AU 220,1,784,3,72
Novotel,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 245,2,784,3,72
Hilton,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,785,4,72
DoubleTree,Central or desirable location,Access to sports facilities,Kids Club,AU 245,2,785,4,72
DoubleTree,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,786,5,72
Novotel,Central or desirable location,Access to sports facilities,Kids Club,AU 270,2,786,5,72
Intercontinental,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 195,1,787,6,72
Marriott,Pool,Access to sports facilities,Kids eat free,AU 220,2,787,6,72
Intercontinental,Pool,Access to sports facilities,Kids Club,AU 245,1,788,7,72
Marriott,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 270,2,788,7,72
Marriott,Pool,All inclusive,Kids activities planned by hotel staff,AU 220,1,789,8,72
Hilton,Central or desirable location,Complimentary breakfast,Kids Club,AU 245,2,789,8,72
DoubleTree,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 270,1,790,9,72
Novotel,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 295,2,790,9,72
Intercontinental,Pool,Babysitting service,Kids Club,AU 295,1,791,10,72
Marriott,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 195,2,791,10,72
Marriott,Pool,Variety of restaurants,Kids Club,AU 295,1,792,11,72
Hilton,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 195,2,792,11,72
Intercontinental,Pool,Babysitting service,Kids Club,AU 195,1,793,1,73
Marriott,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 220,2,793,1,73
Intercontinental,Pool,Babysitting service,Kids activities planned by hotel staff,AU 220,1,794,2,73
Marriott,Central or desirable location,All inclusive,Kids Club,AU 245,2,794,2,73
Intercontinental,Central or desirable location,All inclusive,Kids Club,AU 195,1,795,3,73
Marriott,Connected room guaranteed,Complimentary breakfast,Playground or Kids only play areas,AU 220,2,795,3,73
Marriott,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 270,1,796,4,73
Hilton,Pool,Babysitting service,Kids activities planned by hotel staff,AU 295,2,796,4,73
Novotel,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 295,1,797,5,73
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids Club,AU 195,2,797,5,73
Novotel,Central or desirable location,Babysitting service,Kids themed rooms,AU 295,1,798,6,73
Intercontinental,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 195,2,798,6,73
Intercontinental,Pool,Access to sports facilities,Kids Club,AU 295,1,799,7,73
Marriott,Central or desirable location,Babysitting service,Playground or Kids only play areas,AU 195,2,799,7,73
DoubleTree,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 245,1,800,8,73
Novotel,Connected room guaranteed,Babysitting service,Kids eat free,AU 270,2,800,8,73
DoubleTree,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 220,1,801,9,73
Novotel,Pool,All inclusive,Kids Club,AU 245,2,801,9,73
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 195,1,802,10,73
Novotel,Large spacious rooms,Variety of restaurants,Playground or Kids only play areas,AU 220,2,802,10,73
DoubleTree,Large spacious rooms,All inclusive,Kids Club,AU 295,1,803,11,73
Novotel,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 195,2,803,11,73
DoubleTree,Pool,Babysitting service,Kids activities planned by hotel staff,AU 295,1,804,1,74
Novotel,Central or desirable location,All inclusive,Kids Club,AU 195,2,804,1,74
Novotel,Large spacious rooms,All inclusive,Kids themed rooms,AU 295,1,805,2,74
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 195,2,805,2,74
DoubleTree,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 220,1,806,3,74
Novotel,Pool,All inclusive,Kids eat free,AU 245,2,806,3,74
Novotel,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 195,1,807,4,74
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 220,2,807,4,74
Novotel,Pool,Variety of restaurants,Playground or Kids only play areas,AU 270,1,808,5,74
Intercontinental,Central or desirable location,Access to sports facilities,Kids eat free,AU 295,2,808,5,74
Marriott,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 270,1,809,6,74
Hilton,Large spacious rooms,Babysitting service,Kids activities planned by hotel staff,AU 295,2,809,6,74
Novotel,Connected room guaranteed,Babysitting service,Kids themed rooms,AU 245,1,810,7,74
Intercontinental,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 270,2,810,7,74
Hilton,Family activities located nearby,Babysitting service,Kids Club,AU 270,1,811,8,74
DoubleTree,Pool,All inclusive,Playground or Kids only play areas,AU 295,2,811,8,74
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids eat free,AU 295,1,812,9,74
Marriott,Large spacious rooms,Babysitting service,Kids themed rooms,AU 195,2,812,9,74
Novotel,Large spacious rooms,Complimentary breakfast,Kids Club,AU 195,1,813,10,74
Intercontinental,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 220,2,813,10,74
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 270,1,814,11,74
Marriott,Pool,Variety of restaurants,Kids Club,AU 295,2,814,11,74
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids Club,AU 195,1,815,1,75
Novotel,Large spacious rooms,Access to sports facilities,Playground or Kids only play areas,AU 220,2,815,1,75
Marriott,Large spacious rooms,Variety of restaurants,Kids eat free,AU 245,1,816,2,75
Hilton,Family activities located nearby,Access to sports facilities,Kids themed rooms,AU 270,2,816,2,75
Intercontinental,Central or desirable location,All inclusive,Kids themed rooms,AU 195,1,817,3,75
Marriott,Connected room guaranteed,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,2,817,3,75
Marriott,Connected room guaranteed,Access to sports facilities,Kids Club,AU 245,1,818,4,75
Hilton,Large spacious rooms,Babysitting service,Playground or Kids only play areas,AU 270,2,818,4,75
Marriott,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 295,1,819,5,75
Hilton,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,819,5,75
DoubleTree,Family activities located nearby,Babysitting service,Kids Club,AU 295,1,820,6,75
Novotel,Pool,All inclusive,Playground or Kids only play areas,AU 195,2,820,6,75
Intercontinental,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 245,1,821,7,75
Marriott,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 270,2,821,7,75
Novotel,Large spacious rooms,All inclusive,Kids themed rooms,AU 270,1,822,8,75
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,822,8,75
Hilton,Family activities located nearby,All inclusive,Kids Club,AU 270,1,823,9,75
DoubleTree,Pool,Complimentary breakfast,Playground or Kids only play areas,AU 295,2,823,9,75
Hilton,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 195,1,824,10,75
DoubleTree,Central or desirable location,Babysitting service,Kids Club,AU 220,2,824,10,75
DoubleTree,Pool,Variety of restaurants,Kids themed rooms,AU 245,1,825,11,75
Novotel,Central or desirable location,Access to sports facilities,Kids activities planned by hotel staff,AU 270,2,825,11,75
Hilton,Large spacious rooms,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,1,826,1,76
DoubleTree,Family activities located nearby,Variety of restaurants,Kids Club,AU 270,2,826,1,76
Hilton,Large spacious rooms,All inclusive,Kids Club,AU 220,1,827,2,76
DoubleTree,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 245,2,827,2,76
Novotel,Family activities located nearby,All inclusive,Kids Club,AU 295,1,828,3,76
Intercontinental,Pool,Complimentary breakfast,Playground or Kids only play areas,AU 195,2,828,3,76
Hilton,Family activities located nearby,All inclusive,Kids themed rooms,AU 220,1,829,4,76
DoubleTree,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 245,2,829,4,76
Novotel,Large spacious rooms,Complimentary breakfast,Kids themed rooms,AU 270,1,830,5,76
Intercontinental,Family activities located nearby,Variety of restaurants,Kids activities planned by hotel staff,AU 295,2,830,5,76
DoubleTree,Pool,All inclusive,Kids eat free,AU 195,1,831,6,76
Novotel,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 220,2,831,6,76
Marriott,Pool,All inclusive,Kids themed rooms,AU 195,1,832,7,76
Hilton,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,2,832,7,76
Marriott,Pool,Access to sports facilities,Kids eat free,AU 195,1,833,8,76
Hilton,Central or desirable location,Babysitting service,Kids themed rooms,AU 220,2,833,8,76
Hilton,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 245,1,834,9,76
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 270,2,834,9,76
Marriott,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 270,1,835,10,76
Hilton,Large spacious rooms,Variety of restaurants,Playground or Kids only play areas,AU 295,2,835,10,76
DoubleTree,Central or desirable location,Variety of restaurants,Kids eat free,AU 195,1,836,11,76
Novotel,Connected room guaranteed,Access to sports facilities,Kids themed rooms,AU 220,2,836,11,76
Novotel,Pool,Complimentary breakfast,Kids eat free,AU 220,1,837,1,77
Intercontinental,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 245,2,837,1,77
Marriott,Central or desirable location,Access to sports facilities,Playground or Kids only play areas,AU 245,1,838,2,77
Hilton,Connected room guaranteed,Babysitting service,Kids eat free,AU 270,2,838,2,77
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 220,1,839,3,77
Novotel,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 245,2,839,3,77
Marriott,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 195,1,840,4,77
Hilton,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 220,2,840,4,77
DoubleTree,Family activities located nearby,Babysitting service,Playground or Kids only play areas,AU 195,1,841,5,77
Novotel,Pool,All inclusive,Kids eat free,AU 220,2,841,5,77
Hilton,Large spacious rooms,Access to sports facilities,Kids themed rooms,AU 195,1,842,6,77
DoubleTree,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 220,2,842,6,77
Novotel,Central or desirable location,Access to sports facilities,Kids themed rooms,AU 295,1,843,7,77
Intercontinental,Connected room guaranteed,Babysitting service,Kids activities planned by hotel staff,AU 195,2,843,7,77
Intercontinental,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 295,1,844,8,77
Marriott,Family activities located nearby,Access to sports facilities,Kids activities planned by hotel staff,AU 195,2,844,8,77
Intercontinental,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,845,9,77
Marriott,Family activities located nearby,Access to sports facilities,Kids Club,AU 270,2,845,9,77
Novotel,Family activities located nearby,Variety of restaurants,Kids eat free,AU 195,1,846,10,77
Intercontinental,Pool,Access to sports facilities,Kids themed rooms,AU 220,2,846,10,77
Marriott,Family activities located nearby,Variety of restaurants,Kids Club,AU 270,1,847,11,77
Hilton,Pool,Access to sports facilities,Playground or Kids only play areas,AU 295,2,847,11,77
Marriott,Family activities located nearby,Variety of restaurants,Kids Club,AU 295,1,848,1,78
Hilton,Pool,Access to sports facilities,Playground or Kids only play areas,AU 195,2,848,1,78
Hilton,Pool,Babysitting service,Kids Club,AU 220,1,849,2,78
DoubleTree,Central or desirable location,All inclusive,Playground or Kids only play areas,AU 245,2,849,2,78
Novotel,Large spacious rooms,Complimentary breakfast,Kids eat free,AU 245,1,850,3,78
Intercontinental,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 270,2,850,3,78
Intercontinental,Central or desirable location,All inclusive,Kids activities planned by hotel staff,AU 195,1,851,4,78
Marriott,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 220,2,851,4,78
Novotel,Pool,Babysitting service,Kids themed rooms,AU 195,1,852,5,78
Intercontinental,Central or desirable location,All inclusive,Kids activities planned by hotel staff,AU 220,2,852,5,78
Intercontinental,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 295,1,853,6,78
Marriott,Central or desirable location,Access to sports facilities,Kids Club,AU 195,2,853,6,78
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids themed rooms,AU 295,1,854,7,78
Marriott,Pool,Variety of restaurants,Kids activities planned by hotel staff,AU 195,2,854,7,78
Intercontinental,Family activities located nearby,Access to sports facilities,Playground or Kids only play areas,AU 270,1,855,8,78
Marriott,Pool,Babysitting service,Kids eat free,AU 295,2,855,8,78
DoubleTree,Connected room guaranteed,Variety of restaurants,Kids activities planned by hotel staff,AU 245,1,856,9,78
Novotel,Large spacious rooms,Access to sports facilities,Kids Club,AU 270,2,856,9,78
DoubleTree,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 295,1,857,10,78
Novotel,Connected room guaranteed,All inclusive,Kids Club,AU 195,2,857,10,78
Novotel,Large spacious rooms,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,858,11,78
Intercontinental,Family activities located nearby,Variety of restaurants,Kids eat free,AU 245,2,858,11,78
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 220,1,859,1,79
Marriott,Pool,Variety of restaurants,Kids Club,AU 245,2,859,1,79
DoubleTree,Central or desirable location,Complimentary breakfast,Playground or Kids only play areas,AU 220,1,860,2,79
Novotel,Connected room guaranteed,Variety of restaurants,Kids eat free,AU 245,2,860,2,79
Hilton,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 245,1,861,3,79
DoubleTree,Family activities located nearby,Babysitting service,Kids Club,AU 270,2,861,3,79
Intercontinental,Large spacious rooms,All inclusive,Kids activities planned by hotel staff,AU 220,1,862,4,79
Marriott,Family activities located nearby,Complimentary breakfast,Kids Club,AU 245,2,862,4,79
Novotel,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 220,1,863,5,79
Intercontinental,Family activities located nearby,Access to sports facilities,Kids Club,AU 245,2,863,5,79
Hilton,Pool,All inclusive,Playground or Kids only play areas,AU 270,1,864,6,79
DoubleTree,Central or desirable location,Complimentary breakfast,Kids eat free,AU 295,2,864,6,79
Marriott,Central or desirable location,Complimentary breakfast,Kids eat free,AU 195,1,865,7,79
Hilton,Connected room guaranteed,Variety of restaurants,Kids themed rooms,AU 220,2,865,7,79
Intercontinental,Large spacious rooms,Access to sports facilities,Kids eat free,AU 195,1,866,8,79
Marriott,Family activities located nearby,Babysitting service,Kids themed rooms,AU 220,2,866,8,79
Intercontinental,Connected room guaranteed,Complimentary breakfast,Kids themed rooms,AU 195,1,867,9,79
Marriott,Large spacious rooms,Variety of restaurants,Kids activities planned by hotel staff,AU 220,2,867,9,79
Marriott,Family activities located nearby,All inclusive,Kids themed rooms,AU 270,1,868,10,79
Hilton,Pool,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,2,868,10,79
Novotel,Central or desirable location,Variety of restaurants,Kids themed rooms,AU 270,1,869,11,79
Intercontinental,Connected room guaranteed,Access to sports facilities,Kids activities planned by hotel staff,AU 295,2,869,11,79
DoubleTree,Family activities located nearby,Variety of restaurants,Playground or Kids only play areas,AU 295,1,870,1,80
Novotel,Pool,Access to sports facilities,Kids eat free,AU 195,2,870,1,80
Marriott,Pool,Access to sports facilities,Playground or Kids only play areas,AU 245,1,871,2,80
Hilton,Central or desirable location,Babysitting service,Kids eat free,AU 270,2,871,2,80
Intercontinental,Connected room guaranteed,All inclusive,Kids Club,AU 295,1,872,3,80
Marriott,Large spacious rooms,Complimentary breakfast,Playground or Kids only play areas,AU 195,2,872,3,80
DoubleTree,Connected room guaranteed,Complimentary breakfast,Kids eat free,AU 295,1,873,4,80
Novotel,Large spacious rooms,Variety of restaurants,Kids themed rooms,AU 195,2,873,4,80
Novotel,Pool,All inclusive,Kids eat free,AU 220,1,874,5,80
Intercontinental,Central or desirable location,Complimentary breakfast,Kids themed rooms,AU 245,2,874,5,80
Intercontinental,Family activities located nearby,Complimentary breakfast,Kids activities planned by hotel staff,AU 195,1,875,6,80
Marriott,Pool,Variety of restaurants,Kids Club,AU 220,2,875,6,80
Intercontinental,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 245,1,876,7,80
Marriott,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 270,2,876,7,80
Marriott,Central or desirable location,Complimentary breakfast,Kids activities planned by hotel staff,AU 295,1,877,8,80
Hilton,Connected room guaranteed,Variety of restaurants,Kids Club,AU 195,2,877,8,80
Intercontinental,Connected room guaranteed,Babysitting service,Kids Club,AU 195,1,878,9,80
Marriott,Large spacious rooms,All inclusive,Playground or Kids only play areas,AU 220,2,878,9,80
Hilton,Pool,Babysitting service,Kids activities planned by hotel staff,AU 245,1,879,10,80
DoubleTree,Central or desirable location,All inclusive,Kids Club,AU 270,2,879,10,80
Intercontinental,Family activities located nearby,All inclusive,Playground or Kids only play areas,AU 295,1,880,11,80
Marriott,Pool,Complimentary breakfast,Kids eat free,AU 195,2,880,11,80
DoubleTree,Central or desirable location,Babysitting service,Kids themed rooms,AU 295,1,881,1,81
Novotel,Connected room guaranteed,All inclusive,Kids activities planned by hotel staff,AU 195,2,881,1,81
DoubleTree,Large spacious rooms,All inclusive,Kids Club,AU 270,1,882,2,81
Novotel,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 295,2,882,2,81
Intercontinental,Large spacious rooms,Access to sports facilities,Kids activities planned by hotel staff,AU 295,1,883,3,81
Marriott,Family activities located nearby,Babysitting service,Kids Club,AU 195,2,883,3,81
DoubleTree,Large spacious rooms,All inclusive,Kids eat free,AU 270,1,884,4,81
Novotel,Family activities located nearby,Complimentary breakfast,Kids themed rooms,AU 295,2,884,4,81
Novotel,Large spacious rooms,All inclusive,Kids Club,AU 220,1,885,5,81
Intercontinental,Family activities located nearby,Complimentary breakfast,Playground or Kids only play areas,AU 245,2,885,5,81
Marriott,Large spacious rooms,Babysitting service,Kids activities planned by hotel staff,AU 270,1,886,6,81
Hilton,Family activities located nearby,All inclusive,Kids Club,AU 295,2,886,6,81
DoubleTree,Family activities located nearby,Variety of restaurants,Kids themed rooms,AU 245,1,887,7,81
Novotel,Pool,Access to sports facilities,Kids activities planned by hotel staff,AU 270,2,887,7,81
Novotel,Connected room guaranteed,Access to sports facilities,Playground or Kids only play areas,AU 245,1,888,8,81
Intercontinental,Large spacious rooms,Babysitting service,Kids eat free,AU 270,2,888,8,81
Marriott,Central or desirable location,Babysitting service,Kids activities planned by hotel staff,AU 195,1,889,9,81
Hilton,Connected room guaranteed,All inclusive,Kids Club,AU 220,2,889,9,81
Marriott,Central or desirable location,All inclusive,Kids activities planned by hotel staff,AU 220,1,890,10,81
Hilton,Connected room guaranteed,Complimentary breakfast,Kids Club,AU 245,2,890,10,81
Hilton,Family activities located nearby,Babysitting service,Kids activities planned by hotel staff,AU 195,1,891,11,81
DoubleTree,Pool,All inclusive,Kids Club,AU 220,2,891,11,81
DoubleTree,Large spacious rooms,Babysitting service,Kids themed rooms,AU 270,1,892,1,82
